address,version,token0,token1,decimals0,decimals1,fee
0x7565027A30Fe580dfb38F61AC641444cf6BF8b50,3,0x4E30910845f0cb4F66781B35c832Eafc09774022,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x19A573b228468f3bf917389f4E2D4f2997610F71,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xEC213F83defB583af3A000B1c0ada660b1902A0F,18,18,10000
0x8649B95e8eb0BA864178DeC435569B0417236eA8,3,0x7EcEcF93dA5B2fBcf37a202B59a93a893Ed2510c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0xb7C90598CcdAeBcd14f43Fa6635c422C3C5CeCca,3,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xdAC17F958D2ee523a2206206994597C13D831ec7,18,6,3000
0xcaBfF00366798a59680e34c2374294A18646A3E0,3,0x1b6E4b5AD639efd5733F37F7aF22fbE86718c5d8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x83D5513123e5Fadee0D6F6ccF5c7609f3e433015,3,0x2d45bf9eCe83cA91fe276AF95aF16C9A15d75066,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0xe0ecF49e570DA407D054e29626E73B1F86983b5e,3,0x96Dd2c778FB281294fA9c1D2b8AF3b47369306F2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,500
0xBcc2aDccd4DE0B2656179F729c98c39DCd68c84d,3,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0x6B175474E89094C44Da98b954EedeAC495271d0F,18,18,3000
0xF4020783b38F3cdB34710dC0467e5383485318e3,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xef6344de1fcfC5F48c30234C16c1389e8CdC572C,18,18,10000
0x125eE18bC63F63ACEb510662A77fc122Dda8b13F,3,0x77FbA179C79De5B7653F68b5039Af940AdA60ce0,0xD46bA6D942050d489DBd938a2C909A5d5039A161,18,9,500
0xAf99aB16E03cF6Ac85A9e3Cc74F6f5820858F38C,3,0x3477Bd2648A9A41a75899df78fD709CFb2DF5dA8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0xB43218b383fDC6de7C1BADe113f03AF4585300AA,3,0x8Fe9C0Fe7Bd6a68eE0D626d0d7D040331dA61461,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0xD8b55a29d29FF8B06f1e3808E059d6554C2D558b,3,0x78e37A59c5Baa6D7d96A70D1D10CC608099Af7DF,0xdAC17F958D2ee523a2206206994597C13D831ec7,18,6,3000
0xff1E17af5aaa12424De7cfCB5d6622D14c768652,3,0x8a867726a564b6b2e921CB4280793Aa8652C8465,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,10000
0x798F5C12c9bDECE7DC9694Ce244231C22A0f702B,3,0x6add56eb225D4848D525839fDe18b90BbC0E9C7C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2,18,3000
0x1BC393777E4088F84d961a7280ae4a4728b883E8,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd4ad3Fa7Bb8e4508d1cACeE715E1470f8f708C78,18,9,3000
0xAAADBb0d64f6D25731306f11e9ee94B486D53e43,3,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0x9E46A38F5DaaBe8683E10793b06749EEF7D733d1,18,18,3000
0xfD5434192aF9E9C9074e5D7aFb3a057777Be3a02,3,0x761D38e5ddf6ccf6Cf7c55759d5210750B5D60F3,0x8AA6770C3462A9D86c87e6aE0531Cf8fE7f2f8C4,18,18,3000
0x326d251d1E12C9431F63f148D6A0706cf0262fe4,3,0x93969ef9379856adFA1F193EC7EAe4872A325c0c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,9,6,3000
0x548838A45D922230A99EEC8A3710Ff0f8d203F18,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc1f976B91217E240885536aF8b63bc8b5269a9BE,18,18,3000
0x54706374f88e9908AC2c518302Da322AEbD46473,3,0x2D0b9e7CDb3bDc2461df4129D3504e42830b62D7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,8,18,3000
0xc4c73b403c474f7Bb4F0D5cCC05cF29E7Fd43681,3,0xC0e348b6B1C08689D37d894e5FA0F29c740811Ca,0xdAC17F958D2ee523a2206206994597C13D831ec7,4,6,3000
0x16A8073D0439475f57f0aBd8dC5383b1f9d1015f,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE8DCFedc4718f2a29dDBa87184A235B5E7a7FeFE,18,18,3000
0xcD59c83B7F7E25440af205EDbCA76133A8FBa5f7,3,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xa16001DD47f505B7B7c5639c710A52209E4e8904,8,18,10000
0x53c7C1F4646CD6E7C3913af985Da4DEF81D0E568,3,0xA60bF48f8de6470B9C9D3e1AB78088cE3d89FaeF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,18,3000
0x260Cc60A32d59636671ab1D0dd83da28c89Cc690,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC51a271900D6E7Fa0E11E2F4b59F066D40969fe9,18,3,500
0xd40A6AdD2833fFF233Db70BaC5E7387e40108ad5,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfE75B71b348165f60b5Be7F356b42da9b333b2B7,18,18,10000
0xb1340fE2978A4ef7D32917491b11fbD40cd0A364,3,0x4199A184E4fAEEB05EDdB3fD7ED3F2Cc768fbFf5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,10000
0xbeDf43FE5DF23E163e5A844c3f6fBbE4D77E5113,3,0x2F141Ce366a2462f02cEA3D12CF93E4DCa49e4Fd,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x2905d7276f142a7b913C237F92A937632b2088FB,3,0x8EbE0760A316d4B790A77E2A0F9e141d71E9484b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,10000
0xfe9FA36487c8Fa145bb215d49E68E1A70253Af4f,3,0x7011A0D896d64ADf145A641FceCc998C41436cDF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0xe258f08fEd6f3a46dE5746454B62eA937DD5b9B2,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc55c2175E90A46602fD42e931f62B3Acc1A013Ca,18,18,3000
0xE8b977aA5a9303fA94818441D78575e0f697aE72,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD13c7342e1ef687C5ad21b27c2b65D772cAb5C8c,18,4,10000
0xE8c2030686fC3b0161Ee1def0E8d01dFe4FAc0Ac,3,0xb05097849BCA421A3f51B249BA6CCa4aF4b97cb9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x5620f7B870cb69Dd3E21Def2eBC57fc78425cD94,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd0f05D3D4e4d1243Ac826d8c6171180c58eaa9BC,18,18,10000
0x07d1f222360e36CE692e687907fD5d0994Fe206d,3,0x85C2dd67ff952cEb09Ff78Fc3895A8E8b20CB6A3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,9,18,500
0x3a73BeB6fEF4Bb6fc58b8d1E74d25132E1853b55,3,0xd622bf6a226b11C87eA3e8Edf25a9dc1ed0C1c17,0xdAC17F958D2ee523a2206206994597C13D831ec7,18,6,500
0x21cA348feF9f09FDb79B155a75eFA7F02F82733a,3,0x09a3EcAFa817268f77BE1283176B946C4ff2E608,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,18,8,3000
0xCA52b52F1fF30b75F8b5AA8C64CF9D78D30560CA,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD13c7342e1ef687C5ad21b27c2b65D772cAb5C8c,18,4,3000
0x3B549E2CcB3D058B46c547Af9585174a73cF221c,3,0x5d211719F70A97f6760de6AAf93B99A3Eebbd020,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0xcc8bD8212c4B0F913910cD5b7ff20b53d3CEb659,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xccb4cF7a9871A64B464bE5ba865d99d1dAf2AB8d,18,18,3000
0x8fe632eAd7C30f3fD6eb53B3610922E4BBF248A2,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xFc107F044616c8F657c2fAF514B260a58A655eF6,18,18,3000
0xC04D960757B1444bFca6deA218864d1322A33cF7,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE25dB4bAA49EA3B8627986ffC22c7bd5E0c88d49,18,18,10000
0x6351017B912177a4Bc37459521f4bDC859e846b2,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD87c76b0d02150DB91FDc4b02813949d5AdF4C3B,18,9,3000
0x373aB69dCEC0D8067d17805b17A01FFE4efeD44A,3,0xb3D55C16366B57AA0712455B12752Bd35aeb120D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x97A86CfF15D1Af9Eebd67274341291FA73D0f204,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdFC3829b127761a3218bFceE7fc92e1232c9D116,18,8,3000
0xb99E2596Af1a6Bb67E367111F27125D8D7759CD3,3,0x979aCA85bA37c675e78322ed5d97fa980B9Bdf00,0xdAC17F958D2ee523a2206206994597C13D831ec7,18,6,3000
0xaE85c4bF1eE72c03fcA90b693C24633606Dd1796,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xFDC1894A266B0BEd8eEFcF9B81D1671583F72F00,18,18,10000
0xB74f0303EBFe9d5c08B6F89d9baf121117cD9dc9,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfAd45E47083e4607302aa43c65fB3106F1cd7607,18,9,10000
0x05a075A0aA0A49f4B2BC8E7Bdd1F56e4681F083b,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC32DFBEbBECFB26C63D2B080E4f9C8A036a4F48A,18,18,500
0xD954107608d4aB5eA1b3F6cdCd44a4dA25Ac57AF,3,0x1350Fbe8Ce27762ec19134bf8FC405a427fe9Bf1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,10000
0xB45504b6A5f9F734Ef9414F45532aED9d2979D24,3,0x653e3f7bB80844bae7A5829D5cfF72bBd7DcEB12,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,10000
0x08B48722792CB5D7dd81d687D922AcfE4fbaf6aB,3,0x24938E7764361F0caFe7d76041f445a38887aDC3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,10000
0xC772A65917d5DA983b7FC3c9CfbfB53eF01AEf7E,3,0x051cF5178f60e9DEf5d5a39b2a988a9f914107cB,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x25b1C0C2A174dec7d8072b23d0A9d731774f385f,3,0x1fA646d1f65Ac6Afb600488effc9f6e03E4e94DC,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1,18,10000
0xF649a64F3E1C171752e2135df4b4f20649B1a6B2,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe3aD50c47c78b9A23dC1628169242B5Da912bD21,18,18,3000
0x1eE9C46c745f06e9e4bF9630ab138Fe3FBF12f6d,3,0x362bc847A3a9637d3af6624EeC853618a43ed7D2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x4E30dbeC2E22Be07f235d2311f9b691046370D18,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE92346d9369Fe03b735Ed9bDeB6bdC2591b8227E,18,18,10000
0xa47dB191F46A502A8294ab2BcdD0599E93ae816D,3,0x27C70Cd1946795B66be9d954418546998b546634,0xa91c82B6933105C23298E631A0C1Be751D239162,18,18,3000
0xf700b3083519C6e7B32910Eb9Ca5cB3BbFCBEe1f,3,0x4e967D2528C929700A9d802a6e357eda2843e492,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,9,18,10000
0x1DeD587B37852C7B8E2Ec114aBdf64023986666C,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc74b9a197C49d25E8405625b85770edDc8e22FF8,18,18,3000
0x4a19eD380b4D1714d84289a47ddB9ED716CbD2B0,3,0x9E086145c9Bf98FF4f52F230E7F787c6516DA528,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,500
0x565a792e51302B0a399E01c7bB6E3Fe0eD055853,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDe04BBD588bCE0B9fa128AdE9A080bd8BBe67b6a,18,18,500
0xbE7cb49dfd1c1deE74C6eC1144117e1041826BaF,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDe04BBD588bCE0B9fa128AdE9A080bd8BBe67b6a,18,18,3000
0xc49E7A107c875072D2125cc45171Aa603ECd958e,3,0x8Cc469914845B5aE6808512916168E2D8b3B40Be,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x4CdD5c0780a07987B71E9E29Ae2E770D8820971E,3,0x2e8AF09dF18f73ef4830E69732A180C12DC89f91,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0xada30691D6a72A0c975d4A182846095885A8ef7D,3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc368E98fF0e0483954904cbF52d5075C839EA3c5,18,18,3000
0xe3B919D83de6332b20293FAA82A3e1748913b290,3,0x44e28f2aCC84C36373BAdcd681749D38E01e2cC4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,10000
0x73f64F12A5CA29952CC31DB4291a9f8dd43de4F3,3,0x44e28f2aCC84C36373BAdcd681749D38E01e2cC4,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,18,6,10000
0x956C9E68e2b2f1fdb7D4EEC78CaBCaF832172889,3,0x4b5d4ca9Da88A41Cde2939B23fe540ef7cafe984,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x087a2050F5179130e5687B410A2d41633278717a,3,0x0f51bb10119727a7e5eA3538074fb341F56B09Ad,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x8E5778DED8a7dD4000561a119B65f973158c277F,3,0x6243d8CEA23066d098a15582d81a598b4e8391F4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,10000
0xEC47E6BBc03579FC636D7030Aba455be137dfd45,3,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xF9A2D7E60a3297E513317AD1d7Ce101CC4C6C8F6,6,18,3000
0xeE249c933d023E36dcb57E9E6aDdB761b09cEC2e,3,0x7139a37f7028d08074f5951d3aa95a7a24e809d2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,9,18,10000
0x03DA747C440717420D9a8b21C61805DD9D99071e,3,0x87C22615435998D69ACA34889D03155B694a94fc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x4611cd31e4411f98534c0cA50Ba3218Ea311b5F4,3,0x07f05587Fe3a3454f4718A4F9E6931d94B13D1C4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0xe24442fBDf9dfb155f76821D1BB2C3794EDDd873,3,0xB62132e35a6c13ee1EE0f84dC5d40bad8d815206,0xdAC17F958D2ee523a2206206994597C13D831ec7,18,6,10000
0xCf3F297704585d2d946619B6A7549C7d16580cB2,3,0x76164a0965a6Ee258BE3369f9148fA7E71da1797,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0xbf431beb8C9D6bB3F270be20c1e312C35eB18Ce0,3,0x28213Bf1d1fa69Fa85E63D39B8d2320417393661,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
0x5ae5f85AE12556a98bC2b0F0459E76018673f105,3,0xb4B7EF70a096d591aa2570DD6e204E2883cA4a29,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,3000
